HGNC approved symbol,Product,Function,Protein complex,Target entity,HGNC approved name,UniProt ID (human),Pfam domains,UniProt ID (mouse),Modification
RAG1,H3.3Kub,Histone modification write,#,"H3.3K, DNA motif",recombination activating gene 1,RAG1_HUMAN,"Pfam-B_793 PB000793 1-89, RAG1 PF12940 513-953, zf-C3HC4 PF00097 293-331, zf-RAG1 PF10426 354-383",RAG1_MOUSE,Histone ubiquitination
RAG2,#,Histone modification read,#,H3K4me3,recombination activating gene 2,RAG2_HUMAN,"RAG2 PF03089 51-389, RAG2_PHD PF13341 414-491",RAG2_MOUSE,#
RAI1,#,Chromatin remodeling,#,#,retinoic acid induced 1,RAI1_HUMAN,"Pfam-B_11259 PB011259 438-596, Pfam-B_27361 PB027361 388-436, Pfam-B_6090 PB006090 1665-1710, zf-HC5HC2H PF13771 1825-1903",RAI1_MOUSE,#
RARA,"H3K4me, H3K4me2","Histone modification write cofactor, TF",#,H3K4,"retinoic acid receptor, alpha",RARA_HUMAN,"Hormone_recep PF00104 207-409, zf-C4 PF00105 86-155",RARA_MOUSE,"Histone methylation, TF activator, TF repressor"
RB1,#,"Chromatin remodeling, Histone modification write","CREST-BRG1, L3MBTL1",#,retinoblastoma 1,RB_HUMAN,"DUF3452 PF11934 105-229, RB_A PF01858 373-573, RB_B PF01857 645-766, Rb_C PF08934 768-927",RB_MOUSE,Histone ubiquitination
RBBP4,#,Histone chaperone,"NuRF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, NuRD, mSin3A, core HDAC, mSin3A-like complex, PRC2, CAF-1",H4,retinoblastoma binding protein 4,RBBP4_HUMAN,"CAF1C_H4-bd PF12265 18-89, WD40 PF00400 167-206 218-256 263-302 307-346 364-403",RBBP4_MOUSE,#
RBBP5,"H3K4me1, H3K4me2, H3K4me3",Histone modification write cofactor,"COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4",H3K4,retinoblastoma binding protein 5,RBBP5_HUMAN,"Pfam-B_3428 PB003428 121-325, WD40 PF00400 23-52 58-94",RBBP5_MOUSE,Histone methylation
RBBP7,#,Histone chaperone,"NuRF, NuRD, mSin3A, core HDAC, mSin3A-like complex, PRC2",H4,retinoblastoma binding protein 7,RBBP7_HUMAN,"CAF1C_H4-bd PF12265 17-88, WD40 PF00400 166-205 217-255 262-301 306-345 363-402",RBBP7_MOUSE,#
RBFOX1,#,RNA modification,#,mRNA,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX_HUMAN,PF08081;PF00076,RBMX_MOUSE,Alternative splicing
RBM11,#,RNA modification,#,mRNA,Splicing regulator RBM11 (RNA-binding motif protein 11),RBM11_HUMAN,PF00076,RBM11_MOUSE,Alternative splicing
RBM15,m6A,RNA modification,WMM,A of mRNA,RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15),RBM15_HUMAN,PF00076;PF07744,RBM15_MOUSE,RNA methylation
RBM15B,m6A,RNA modification,WMM,A of mRNA,Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B),RB15B_HUMAN,PF00076;PF07744,RB15B_MOUSE,RNA methylation
RBM17,#,RNA modification,#,mRNA,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),SPF45_HUMAN,PF01585;PF00076,SPF45_MOUSE,Alternative splicing
RBM24,#,RNA modification,#,mRNA,RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6),RBM24_HUMAN,PF00076,RBM24_MOUSE,Alternative splicing
RBM25,#,RNA modification,#,RNA,RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7),RBM25_HUMAN,PF01480;PF00076,RBM25_MOUSE,Alternative splicing
RBM4,#,RNA modification,#,RNA,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a),RBM4_HUMAN,PF00076;PF00098,RBM4_MOUSE,Alternative splicing
RBM5,#,RNA modification,#,mRNA,RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9),RBM5_HUMAN,PF01585;PF17780;PF00076;PF00641,RBM5_MOUSE,Alternative splicing
RBM7,#,RNA modification,#,snRNA,RNA-binding protein 7 (RNA-binding motif protein 7),RBM7_HUMAN,PF00076,RBM7_MOUSE,"RNA degradation, alternative splicing"
RBM8A,#,RNA modification,#,mRNA,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),RBM8A_HUMAN,PF00076,RBM8A_MOUSE,Alternative splicing
RBMY1A1,#,RNA modification,#,mRNA,"RNA-binding motif protein, Y chromosome, family 1 member A1 (RNA-binding motif protein 1) (RNA-binding motif protein 2) (Y chromosome RNA recognition motif 1) (hRBMY)",RBY1A_HUMAN,PF08081;PF00076,RBY1A_MOUSE,Alternative splicing
RBX1,"H3ub, H4ub",Histone modification write cofactor,#,"H3, H4","ring-box 1, E3 ubiquitin protein ligase",RBX1_HUMAN,zf-rbx1 PF12678 21-98,RBX1_MOUSE,Histone ubiquitination
RCC1,#,Chromatin remodeling,#,"H2A, H2B",regulator of chromosome condensation 1,RCC1_HUMAN,RCC1 PF00415 34-82 85-134 137-187 190-255 258-309 312-360 363-414,RCC1_MOUSE,#
RCOR1,#,"Histone modification erase cofactor, Histone modification erase cofactor","BHC, SCL, LSD-CoREST",#,REST corepressor 1,RCOR1_HUMAN,"ELM2 PF01448 102-157, Myb_DNA-binding PF00249 381-425",RCOR1_MOUSE,"Histone acetylation, Histone methylation"
RCOR3,#,Histone modification erase cofactor,LSD-CoREST,#,REST corepressor 3,RCOR3_HUMAN,"ELM2 PF01448 1-54, Myb_DNA-binding PF00249 288-332",RCOR3_MOUSE,Histone acetylation
REST,#,"Histone modification erase cofactor, TF",#,DNA motif,RE1-silencing transcription factor,REST_HUMAN,"Pfam-B_2325 PB002325 821-909, Pfam-B_9727 PB009727 1001-1095, zf-C2H2_4 PF13894 216-238, zf-H2C2_2 PF13465 290-315 318-343 346-372",REST_MOUSE,"Histone acetylation, TF activator, TF repressor"
RFOX1,#,RNA modification,#,mRNA,RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A) (Hexaribonucleotide-binding protein 1),RFOX1_HUMAN,PF12414;PF00076,RFOX1_MOUSE,Alternative splicing
RING1,H2AK119ub,"Histone modification write, Polycomb group (PcG) protein","PRC1, BCOR, RING2-L3MBTL2, RING2-FBRS",H2AK119,ring finger protein 1,RING1_HUMAN,"Pfam-B_11743 PB011743 292-404, Pfam-B_13488 PB013488 241-291, Pfam-B_23468 PB023468 191-239, zf-C3HC4 PF00097 48-87",RING1_MOUSE,Histone ubiquitination
RLIM,#,Histone modification erase cofactor,#,#,"ring finger protein, LIM domain interacting",RNF12_HUMAN,zf-RING_2 PF13639 568-611,RNF12_MOUSE,Histone acetylation
RMI1,#,DNA modification,#,#,RecQ mediated genome instability 1,RMI1_HUMAN,"DUF1767 PF08585 12-104, Pfam-B_227 PB000227 590-623",RMI1_MOUSE,#
RNF168,"H2AK13ub, H2AK15ub, H2AXK13ub, H2AXK15ub",Histone modification write,#,"H2AK13, H2AK15, H2AXK13, H2AXK15","ring finger protein 168, E3 ubiquitin protein ligase",RN168_HUMAN,"Pfam-B_30754 PB030754 528-566, zf-C3HC4_2 PF13923 16-54",RN168_MOUSE,Histone ubiquitination
RNF2,H2AK119ub,Histone modification write,"PRC1, BCOR, RING2-L3MBTL2, RING2-FBRS, CHD8, MLL2/3, MLL4/WBP7",H2AK119,ring finger protein 2,RING2_HUMAN,zf-C3HC4 PF00097 51-90,RING2_MOUSE,Histone ubiquitination
RNF20,H2BK120ub1,Histone modification write,#,H2BK120,"ring finger protein 20, E3 ubiquitin protein ligase",BRE1A_HUMAN,"Pfam-B_13436 PB013436 97-179, Pfam-B_14933 PB014933 35-95, Pfam-B_6844 PB006844 735-892, zf-C3HC4 PF00097 922-960",BRE1A_MOUSE,Histone ubiquitination
RNF40,H2BK120ub2,Histone modification write cofactor,#,H2BK121,"ring finger protein 40, E3 ubiquitin protein ligase",BRE1B_HUMAN,"Pfam-B_21314 PB021314 191-299, Pfam-B_9159 PB009159 1-189, zf-C3HC4 PF00097 948-986",BRE1B_MOUSE,Histone ubiquitination
RNF8,"H2AK63ub, H2AXK63ub, H2AK48ub, H2AXK48ub",Histone modification write,#,"H2AK63, H2AXK63, H2AK48, H2AXK48","ring finger protein 8, E3 ubiquitin protein ligase",RNF8_HUMAN,"FHA PF00498 38-109, zf-RING_2 PF13639 401-441",RNF8_MOUSE,Histone ubiquitination
RNPS1,#,RNA modification,#,mRNA,RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2),RNPS1_HUMAN,PF00076,RNPS1_MOUSE,Alternative splicing
RPS6KA3,H3S10ph,Histone modification write cofactor,#,H3S10,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",KS6A3_HUMAN,"Pkinase PF00069 68-327 422-679, Pkinase_C PF00433 349-389",KS6A3_MOUSE,Histone phosphorylation
RPS6KA4,"H3S10ph, H3S28ph",Histone modification write,#,"H3S10, H3S28","ribosomal protein S6 kinase, 90kDa, polypeptide 4",KS6A4_HUMAN,"Pkinase PF00069 33-301 413-674, Pkinase_C PF00433 321-365",KS6A4_MOUSE,Histone phosphorylation
RPS6KA5,"H2AS1ph, H3S10ph, H3S28ph",Histone modification write,#,"H2AS1, H3S10, H3S28","ribosomal protein S6 kinase, 90kDa, polypeptide 5",KS6A5_HUMAN,"Pkinase PF00069 49-318 427-687, Pkinase_C PF00433 338-381",KS6A5_MOUSE,Histone phosphorylation
RPUSD3,U,RNA modification,#,mt--mRNA,Mitochondrial mRNA pseudouridine synthase RPUSD3 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 3),RUSD3_HUMAN,PF00849,RUSD3_MOUSE,RNA pseudouridinilation
RRP8,H3K9me2,Histone modification cofactor,eNoSc,H3ac,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",RRP8_HUMAN,Methyltransf_8 PF05148 237-456,RRP8_MOUSE,#
RSF1,#,Histone modification read,RSF,#,remodeling and spacing factor 1,RSF1_HUMAN,"PHD PF00628 893-941, WHIM1 PF15612 98-148, WHIM2 PF15613 150-182, WHIM3 PF15614 188-409",#,#
RSRC1,#,RNA modification,#,mRNA,Serine/Arginine-related protein 53 (SRrp53) (Arginine/serine-rich coiled-coil protein 1),RSRC1_HUMAN,#,RSRC1_MOUSE,Alternative splicing
RUVBL1,#,"Chromatin remodeling, Histone modification write","Ino80, SWR, NuA4, NuA4-related complex, CHD8, MLL2/3, MLL4/WBP7, SRCAP",#,RuvB-like AAA ATPase 1,RUVB1_HUMAN,TIP49 PF06068 14-416,RUVB1_MOUSE,Histone phosphorylation
RUVBL2,#,Chromatin remodeling cofactor,"Ino80, SWR, NuA4, NuA4-related complex, CHD8, MLL2/3, MLL4/WBP7, SRCAP",#,RuvB-like AAA ATPase 2,RUVB2_HUMAN,TIP49 PF06068 21-412,RUVB2_MOUSE,#
RYBP,#,Polycomb group (PcG) protein,"BCOR, RING2-L3MBTL2, RING2-FBRS",#,RING1 and YY1 binding protein,RYBP_HUMAN,"Pfam-B_18067 PB018067 49-226, zf-RanBP PF00641 22-48",RYBP_MOUSE,#
SAFB,#,Chromatin remodeling,#,#,scaffold attachment factor B,SAFB1_HUMAN,"Pfam-B_12198 PB012198 66-89, RRM_6 PF14259 409-478, SAP PF02037 31-65",SAFB1_MOUSE,#
SAP130,#,Histone modification erase cofactor,#,#,"Sin3A-associated protein, 130kDa",SP130_HUMAN,"Pfam-B_10398 PB010398 431-719, Pfam-B_13351 PB013351 101-249, Pfam-B_17122 PB017122 781-837, Pfam-B_18714 PB018714 721-779, Pfam-B_237 PB000237 949-984",SP130_MOUSE,Histone acetylation
SAP18,#,Histone modification erase cofactor,mSin3A,#,"Sin3A-associated protein, 18kDa",SAP18_HUMAN,SAP18 PF06487 16-137,SAP18_MOUSE,Histone acetylation
SAP25,#,Histone modification erase cofactor,#,#,"Sin3A-associated protein, 25kDa",SAP25_HUMAN,SAP25 PF15476 1-199,SAP25_MOUSE,Histone acetylation
SAP30,#,Histone modification erase cofactor,"mSin3A, mSin3A-like complex",#,"Sin3A-associated protein, 30kDa",SAP30_HUMAN,"SAP30_Sin3_bdg PF13867 153-205, zf-SAP30 PF13866 56-134",SAP30_MOUSE,Histone acetylation
SAP30L,#,Histone modification erase cofactor,#,#,SAP30-like,SP30L_HUMAN,"SAP30_Sin3_bdg PF13867 114-166, zf-SAP30 PF13866 18-95",SP30L_MOUSE,Histone acetylation
SATB1,#,Chromatin remodeling cofactor,#,#,SATB homeobox 1,SATB1_HUMAN,"CUT PF02376 362-448 485-571, Homeobox PF00046 645-702, Pfam-B_9146 PB009146 141-299",SATB1_MOUSE,#
SATB2,#,Chromatin remodeling cofactor,#,#,SATB homeobox 2,SATB2_HUMAN,"CUT PF02376 352-437 474-560, Homeobox PF00046 615-672, Pfam-B_8103 PB008103 1-268",SATB2_MOUSE,#
SCMH1,#,Polycomb group (PcG) protein,PRC1,#,sex comb on midleg homolog 1 (Drosophila),SCMH1_HUMAN,"DUF3588 PF12140 355-469, MBT PF02820 62-134 171-239, SAM_1 PF00536 591-656",SCMH1_MOUSE,#
SCML2,#,Polycomb group (PcG) protein,PRC1,#,sex comb on midleg-like 2 (Drosophila),SCML2_HUMAN,"DUF3588 PF12140 353-468, MBT PF02820 67-139 176-244, SAM_1 PF00536 629-695",#,#
SCML4,#,Polycomb group (PcG) protein,#,#,sex comb on midleg-like 4 (Drosophila),SCML4_HUMAN,"DUF3588 PF12140 92-208, SAM_1 PF00536 344-410",SCML4_MOUSE,#
SENP1,#,Histone modification erase cofactor,#,H4,SUMO1/sentrin specific peptidase 1,SENP1_HUMAN,"Peptidase_C48 PF02902 464-642, Pfam-B_2161 PB002161 1-189, Pfam-B_34931 PB034931 191-249",SENP1_MOUSE,Histone sumoylation
SENP3,H3ac,"Histone modification erase, Histone modification write cofactor","CHD8, MLL2/3, MLL4/WBP7",H3,SUMO1/sentrin/SMT3 specific peptidase 3,SENP3_HUMAN,"Peptidase_C48 PF02902 400-572, Pfam-B_2161 PB002161 1-349",SENP3_MOUSE,"Histone sumoylation, Histone acetylation"
SET,#,Histone modification,#,#,SET nuclear proto-oncogene,SET_HUMAN,NAP PF00956 42-237,SET_MOUSE,#
SETD1A,H3K4me,Histone modification write,COMPASS,H3K4,SET domain containing 1A,SET1A_HUMAN,"N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685",#,Histone methylation
SETD1B,H3K4me,Histone modification write,COMPASS,H3K4,SET domain containing 1B,SET1B_HUMAN,"N-SET PF11764 1629-1774, Pfam-B_1367 PB001367 1017-1148, Pfam-B_14013 PB014013 887-1015, RRM_1 PF00076 108-175, SET PF00856 1795-1901",SET1B_MOUSE,Histone methylation
SETD2,H3K36me3,Histone modification write,#,H3K36me2,SET domain containing 2,SETD2_HUMAN,"Pfam-B_18604 PB018604 305-521, Pfam-B_22486 PB022486 541-599, Pfam-B_2796 PB002796 2146-2339, Pfam-B_3607 PB003607 1826-2144, Pfam-B_67824 PB067824 31-77, SET PF00856 1561-1667, SRI PF08236 2465-2559, WW PF00397 2391-2420",SETD2_MOUSE,Histone methylation
SETD3,H3K36me,Histone modification write,#,H3K36,SET domain containing 3,SETD3_HUMAN,"Rubis-subs-bind PF09273 343-475, SET PF00856 105-314",SETD3_MOUSE,Histone methylation
SETD5,#,Histone modification write,#,#,SET domain containing 5,SETD5_HUMAN,"Pfam-B_7713 PB007713 700-789, SET PF00856 285-390",SETD5_MOUSE,Histone methylation
SETD6,#,"Chromatin remodeling, Histone modification write",#,#,SET domain containing 6,SETD6_HUMAN,"Pfam-B_25912 PB025912 1-69, Rubis-subs-bind PF09273 329-465, SET PF00856 74-286",SETD6_MOUSE,Histone methylation
SETD7,H3K4me1,Histone modification write,#,H3K4,SET domain containing (lysine methyltransferase) 7,SETD7_HUMAN,"MORN PF02493 13-35 36-58 60-81 106-128, SET PF00856 227-336",SETD7_MOUSE,Histone methylation
SETD8,H4K20me1,Histone modification write,#,H4K20,SET domain containing (lysine methyltransferase) 8,SETD8_HUMAN,SET PF00856 268-378,SETD8_MOUSE,Histone methylation
SETDB1,H3K9me3,Histone modification write,#,H3K9,"SET domain, bifurcated 1",SETB1_HUMAN,"MBD PF01429 594-668, Pfam-B_23747 PB023747 365-520, Pfam-B_27578 PB027578 341-364, Pre-SET PF05033 681-795, SET PF00856 814-1266",SETB1_MOUSE,Histone methylation
SETDB2,H3K9me3,Histone modification write,#,H3K9,"SET domain, bifurcated 2",SETB2_HUMAN,"MBD PF01429 160-232, Pre-SET PF05033 245-359, SET PF00856 378-694",SETB2_MOUSE,Histone methylation
SETMAR,"H3K4me, H3K36me",Histone modification write,#,"H3K4, H3K36",SET domain and mariner transposase fusion gene,SETMR_HUMAN,"HTH_Tnp_Tc3_2 PF01498 401-466, Pre-SET PF05033 16-118, SET PF00856 137-250, Transposase_1 PF01359 488-568",SETMR_MOUSE,Histone methylation
SF3B1,#,RNA modification,B-WICH,#,"splicing factor 3b, subunit 1, 155kDa",SF3B1_HUMAN,"Pfam-B_1720 PB001720 1099-1147, SF3b1 PF08920 282-457",SF3B1_MOUSE,#
SF3B3,#,RNA modification,#,#,"splicing factor 3b, subunit 3, 130kDa",SF3B3_HUMAN,"CPSF_A PF03178 863-1184, MMS1_N PF10433 76-597",SF3B3_MOUSE,#
SFMBT1,#,Polycomb group (PcG) protein,SCL,H4K20,Scm-like with four mbt domains 1,SMBT1_HUMAN,"DUF3588 PF12140 501-620, MBT PF02820 54-128 167-240 279-356 388-461, Pfam-B_19576 PB019576 672-751, SAM_1 PF00536 794-857",SMBT1_MOUSE,#
SFMBT2,"H3, H4","Histone modification read, Polycomb group (PcG) protein, TF",#,"H3K9me2, H3K9me3, H3K27me3, H4K20me2, H4K20me3",Scm-like with four mbt domains 2,SMBT2_HUMAN,"DUF3588 PF12140 527-646, MBT PF02820 78-152 191-263 304-380 412-485, SAM_1 PF00536 822-885",SMBT2_MOUSE,TF repressor
SFPQ,#,"Chromatin remodeling cofactor, RNA modification, TF",#,#,splicing factor proline/glutamine-rich,SFPQ_HUMAN,"NOPS PF08075 444-495, RRM_1 PF00076 299-363 373-440",SFPQ_MOUSE,TF repressor
SFSWAP,#,RNA modification,#,mRNA,"Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)",SFSWA_HUMAN,PF09750;PF01805,SFSWA_MOUSE,Alternative splicing
SHPRH,#,Histone modification write cofactor,#,#,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",SHPRH_HUMAN,"Helicase_C PF00271 1545-1622, Linker_histone PF00538 438-512, Pfam-B_11163 PB011163 1-248, SNF2_N PF00176 307-987, zf-C3HC4_2 PF13923 1432-1478",SHPRH_MOUSE,Histone ubiquitination
SIN3A,#,"Histone modification erase cofactor, TF","SWI/SNF_Brg1(I), SWI/SNF_Brm, mSin3A, mSin3A-like complex",DNA motif,SIN3 transcription regulator family member A,SIN3A_HUMAN,"PAH PF02671 141-187 322-381 477-523, Pfam-B_10250 PB010250 1-99, Pfam-B_10714 PB010714 1098-1128, Pfam-B_8471 PB008471 1055-1090, Sin3_corepress PF08295 550-650",SIN3A_MOUSE,"Histone acetylation, TF activator, TF repressor"
SIN3B,#,"Histone modification erase cofactor, TF",mSin3A,DNA motif,SIN3 transcription regulator family member B,SIN3B_HUMAN,"PAH PF02671 59-105 180-236 321-367, Sin3_corepress PF08295 393-448 450-525",SIN3B_MOUSE,"Histone acetylation, TF repressor"
SIRT1,"H1K26, H3K9, H4K16","Histone modification erase, Histone modification write cofactor",eNoSc,"H1K26ac, H3K9ac, H4K16ac",sirtuin 1,SIR1_HUMAN,"Pfam-B_28511 PB028511 1-109, Pfam-B_5913 PB005913 111-189, Pfam-B_8042 PB008042 611-745, SIR2 PF02146 261-447",SIR1_MOUSE,"Histone acetylation, Histone methylation"
SIRT2,"H3K18, H3K56, H4K16, H4K20me2, H4K20me3","Histone modification erase, Histone modification write cofactor",#,"H3K18ac, H3K56ac, H4K16ac, H4K20me1",sirtuin 2,SIR2_HUMAN,SIR2 PF02146 84-268,SIR2_MOUSE,"Histone acetylation, Histone methylation"
SIRT6,"H3K9, H3K56",Histone modification erase,#,"H3K9ac, H3K56ac",sirtuin 6,SIR6_HUMAN,SIR2 PF02146 52-89 80-221,SIR6_MOUSE,Histone acetylation
SIRT7,H3K18,Histone modification erase,B-WICH,H3K18ac,sirtuin 7,SIR7_HUMAN,SIR2 PF02146 133-275,SIR7_MOUSE,Histone acetylation
SKP1,#,Histone modification write cofactor,BCOR,#,S-phase kinase-associated protein 1,SKP1_HUMAN,"Skp1 PF01466 85-162, Skp1_POZ PF03931 2-67",SKP1_MOUSE,Histone ubiquitination
SLU7,#,RNA modification,#,mRNA,Pre-mRNA-splicing factor SLU7 (hSlu7),SLU7_HUMAN,PF11708,SLU7_MOUSE,Alternative splicing
SMARCA1,#,"Chromatin remodeling, Histone modification erase","NuRF, CERF, CERF",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",SMCA1_HUMAN,"DBINO PF13892 42-119, HAND PF09110 758-856, Helicase_C PF00271 520-612, SLIDE PF09111 912-1028, SNF2_N PF00176 186-466",SMCA1_MOUSE,Histone acetylation
SMARCA2,#,"Histone modification read, TF","BAF, nBAF, npBAF, WINAC, bBAF, SWI/SNF BRM-BRG1","H3, DNA motif","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",SMCA2_HUMAN,"BRK PF07533 588-633, Bromodomain PF00439 1411-1493, HSA PF07529 436-508, Helicase_C PF00271 1084-1164, Pfam-B_17897 PB017897 1369-1398, Pfam-B_2366 PB002366 333-414, QLQ PF08880 172-208, SNF2_N PF00176 727-1022, SnAC PF14619 1257-1326",SMCA2_MOUSE,TF activator
SMARCA4,#,"Histone modification read, TF","BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, CREST-BRG1","H3, H4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMCA4_HUMAN,"BRK PF07533 610-655, Bromodomain PF00439 1462-1551, HSA PF07529 460-532, Helicase_C PF00271 1114-1194, QLQ PF08880 170-206, SNF2_N PF00176 757-1052, SnAC PF14619 1321-1389",SMCA4_MOUSE,TF activator
SMARCA5,#,Chromatin remodeling,"ACF, B-WICH, RSF, CHRAC, NoRC",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,"DBINO PF13892 58-116, HAND PF09110 743-841, Helicase_C PF00271 517-597, Pfam-B_36230 PB036230 1-39, SLIDE PF09111 897-1013, SNF2_N PF00176 183-463",SMCA5_MOUSE,#
SMARCAD1,#,Chromatin remodeling,#,#,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",SMRCD_HUMAN,"Helicase_C PF00271 888-967, Pfam-B_295 PB000295 41-308, SNF2_N PF00176 500-788",SMRCD_MOUSE,#
SMARCAL1,#,Chromatin remodeling,#,#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",SMAL1_HUMAN,"HARP PF07443 248-302 343-397, Helicase_C PF00271 743-822, Pfam-B_7889 PB007889 1-159, SNF2_N PF00176 434-716",SMAL1_MOUSE,#
SMARCB1,#,Histone modification read,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",H3K56,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",SNF5_HUMAN,"Pfam-B_9879 PB009879 2-146, SNF5 PF04855 178-373",SNF5_MOUSE,#
SMARCC1,#,Chromatin remodeling cofactor,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",SMRC1_HUMAN,"Myb_DNA-binding PF00249 620-665, SWIRM PF04433 449-537",SMRC1_MOUSE,#
SMARCC2,#,Chromatin remodeling cofactor,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",SMRC2_HUMAN,"Myb_DNA-binding PF00249 598-643, Pfam-B_1849 PB001849 1-168, SWIRM PF04433 424-512",SMRC2_MOUSE,#
SMARCD1,#,Chromatin remodeling,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, SWI/SNF BRM-BRG1",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",SMRD1_HUMAN,"Pfam-B_13759 PB013759 1-79, Pfam-B_3130 PB003130 378-473, SWIB PF02201 291-366",SMRD1_MOUSE,#
SMARCD2,#,Chromatin remodeling cofactor,"BAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",SMRD2_HUMAN,"Pfam-B_13705 PB013705 420-516, Pfam-B_7929 PB007929 141-287, SWIB PF02201 307-382",SMRD2_MOUSE,#
SMARCD3,#,Chromatin remodeling cofactor,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF BRM-BRG1",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",SMRD3_HUMAN,"Pfam-B_18257 PB018257 7-73, Pfam-B_3130 PB003130 346-441, SWIB PF02201 259-334",SMRD3_MOUSE,#
SMARCE1,#,Chromatin remodeling cofactor,"BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF",#,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",SMCE1_HUMAN,"HMG_box PF00505 66-134, Pfam-B_14199 PB014199 371-409",SMCE1_MOUSE,#
